type,map,status,progress_1,progress_2,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,c,2,97,38,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,0,1,1,1,1,1,1,1,0,1,62,78,20,22,79,45,100,100,40,66,91,67,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,38,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,0,1,1,1,1,1,1,1,0,1,63,78,20,23,79,45,100,100,40,66,91,68,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,39,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,1,1,1,1,1,0,1,63,78,20,30,79,46,100,100,40,66,91,68,,,,,,,,,,,,,,,,,12,,,,,,,
,c,2,97,40,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,0,1,1,1,1,0,1,63,78,20,34,79,46,100,100,41,66,92,69,,,,,,,,,,,,,,,,,,12,,,,,,
,c,2,97,41,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,0,1,1,1,1,0,1,63,79,21,38,80,46,100,100,42,67,92,69,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,42,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,0,1,1,1,1,0,1,64,79,21,39,80,46,100,100,43,67,92,70,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,43,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,0,1,1,1,1,0,1,64,79,21,39,80,47,100,100,44,67,92,70,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,43,,5,30,15,12,11,19,26,11,29,18,0,30,1,0,1,1,0,0,1,1,1,1,0,1,64,79,21,39,80,47,100,100,44,68,93,70,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,44,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,0,0,1,1,1,1,1,65,80,22,47,80,47,100,100,44,68,93,70,,,,,,,,,,,,,,,,,,,4,,,,,
,c,2,97,45,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,0,0,1,1,1,1,1,65,80,25,53,80,48,100,100,45,68,93,74,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,46,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,0,0,1,1,1,1,1,65,80,27,53,81,48,100,100,45,68,93,79,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,47,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,0,0,1,1,1,1,1,66,80,29,54,81,48,100,100,45,68,93,81,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,48,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,0,0,1,1,1,1,1,66,81,31,54,81,49,100,100,46,69,94,85,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,48,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,66,81,33,54,81,49,100,100,46,70,94,85,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,49,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,66,81,34,63,81,49,100,100,46,70,94,86,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,50,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,68,81,35,71,81,50,100,100,47,70,94,90,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,51,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,69,82,36,72,82,50,100,100,47,71,95,96,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,52,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,70,82,39,72,82,50,100,100,47,71,95,96,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,53,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,70,82,41,72,82,51,100,100,48,71,95,96,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,53,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,71,82,45,73,84,51,100,100,49,72,95,97,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,54,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,71,83,46,73,85,51,100,100,49,72,96,97,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,55,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,71,83,46,73,85,52,100,100,49,72,96,97,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,56,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,71,83,47,78,85,52,100,100,50,72,96,97,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,57,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,72,83,47,78,85,52,100,100,50,73,98,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,58,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,72,83,47,78,86,53,100,100,50,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,58,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,72,84,48,79,88,53,100,100,54,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,59,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,73,84,49,80,89,53,100,100,54,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,60,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,83,87,50,88,91,54,100,100,55,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,61,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,83,87,51,89,92,54,100,100,56,74,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,62,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,83,87,54,89,94,54,100,100,59,84,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,63,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,84,92,54,89,96,55,100,100,60,85,100,0,,,,,,,,,,,,1,,,,,,,,,,,,
,c,2,97,63,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,84,92,54,90,96,55,100,100,60,85,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,64,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,84,93,55,90,97,55,100,100,60,86,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,65,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,85,93,60,90,99,56,100,100,61,92,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,66,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,85,93,66,90,100,56,100,100,61,92,100,5,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,67,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,85,93,68,91,100,56,100,100,61,92,100,5,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,68,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,85,94,69,91,100,57,100,100,64,92,100,5,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,68,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,86,94,69,91,100,57,100,100,65,93,100,5,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,69,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,86,97,69,92,100,57,100,100,65,93,100,6,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,70,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,92,97,70,92,100,58,100,100,65,93,100,9,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,71,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,94,97,70,92,100,58,100,100,66,93,100,9,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,72,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,94,97,70,93,100,58,100,100,66,93,100,12,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,73,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,95,98,73,97,100,58,100,100,66,94,100,12,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,73,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,97,98,75,97,100,59,100,100,67,96,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,74,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,98,98,76,98,100,59,100,100,67,96,100,17,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,75,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,98,76,100,100,59,100,100,67,96,100,17,,,,,,,,,,,,,,,,,,,1,,,,,
,c,2,97,76,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,100,99,79,100,100,60,0,100,68,100,100,21,,,,,,,1,,,,,,,,,,,,,,,,,
,c,2,97,77,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,0,1,100,99,82,100,100,65,0,100,68,100,100,25,,,,,,,,,,,,,,,,,,,,,,,4,
,c,2,97,78,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,0,1,100,99,83,100,100,65,1,100,68,100,100,25,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,78,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,0,1,100,100,85,100,100,66,1,100,69,100,100,26,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,79,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,0,1,1,1,0,1,100,100,90,100,0,66,1,100,70,0,100,26,,,,,1,,,,,1,,,,,,,10,,,,,,,
,c,2,97,80,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,0.0,1,1,1,0,1,0,100,94,100,0,66,2,100,76,0,100,32,1,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,81,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,0.0,1,1,1,0,0,7,100,100,100,0,67,2,100,83,1,0,38,,,,,,,,,,,1,,,,,,,,,,,,,4
,c,2,97,82,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,0,1,1,1,0,0,22,100,100,0,0,67,3,100,87,1,0,38,,,,1,,,,,,,,,,,,,,,,,,,,
,c,2,97,83,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,0,1,1,0,0,0,23,100,100,0,0,72,3,100,88,2,0,38,,,,,,,,,,,,,,,,,,,,,,1,,
,c,2,97,83,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,1,1,1,0,0,0,23,100,100,0,0,72,0,0,88,2,0,39,,,,,,,,1,,,,,,,,,,,,,,,,
,c,2,97,84,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,1,1,1,0.0,0,0,23,100,100,1,1,73,0,1,88,2,0,39,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,85,,5,30,15,12,11,19,26,11,29,18,0,30,1,1,1,1,0,1,1,1,1,0.0,1,0,27,2,100,1,1,73,0,2,92,2,1,39,,1,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,86,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,0,1,1,1,1,0,1,0,27,2,100,3,1,93,0,2,92,2,1,39,,,,,,,,,,,,,,,,,,,,,,,,
,c,2,97,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,0,1,1,0,0,0,1,0,28,3,100,9,1,93,0,2,93,3,1,40,,,,,,,,,,,,,,,,,,,,4,1,,,
,c,1,98,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,0,1,0,28,3,100,9,1,94,0,2,93,3,1,40,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,98,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,0,1,0,29,3,100,10,1,94,0,2,93,3,2,40,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,99,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,0,1,1,29,3,0,10,2,94,0,3,94,3,2,40,,,1,,,,,,,,,,,,,,,,,,,,,
,c,1,99,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,0,1,1,29,4,0,10,2,95,1,3,94,4,2,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,99,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,1,1,1,29,4,0,11,2,95,1,3,94,4,2,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,99,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,1,1,1,30,4,1,11,2,95,1,3,95,4,3,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,1,99,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,0,0,1,1,1,30,4,2,11,2,96,1,3,95,4,3,41,,,,,,,,,,,,,,,,,,,,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,0,0,1,1,1,40,5,3,11,3,96,3,3,95,5,3,42,,,,,,,,,,,,,,,,,,,1,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,0,0,1,1,1,40,5,3,11,3,96,3,3,95,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,0,0,1,1,1,40,5,3,11,3,96,3,3,95,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,0,0,1,1,1,40,5,3,11,3,96,3,4,96,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,1,0,1,1,1,40,5,3,12,3,96,3,4,96,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,
,c,0,100,87,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,0,1,1,1,1,1,40,5,3,12,3,96,3,4,96,5,3,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,22,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,18,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,11,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,3,2,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,10,2,1,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,10,2,1,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,2,10,2,2,4,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,4,3,11,3,3,4,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,8,5,11,3,3,4,4,11,5,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,8,6,16,6,6,8,5,14,8,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,8,6,16,7,8,8,5,16,8,,,,,,,,,,,,,,,,,,,,,,,,
