type,status,progress,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,0,1,1,1,1,1,1,1,14,99,66,1,81,100,100,83,100,69,40,75,,,,,,,,,,,,,,,,,8,,,,,,,
,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,0,1,1,1,1,1,1,1,14,100,71,1,81,100,100,85,100,69,45,80,,,,,,,,,,,,,,,11,,,,,,,,,
,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,15,100,71,1,82,100,100,86,100,70,45,80,,,,,,,,,,,,,,9,,,,,,,,,,
,1,60,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,20,100,71,1,82,100,100,87,100,71,45,84,,,,,,,,,,,,,,,,,,,,,,,,
,1,61,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,20,100,71,2,82,100,100,88,100,73,46,84,,,,,,,,,,,,,,,,,,,,,,,,
,1,61,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,21,100,72,2,82,100,100,88,100,74,46,84,,,,,,,,,,,,,,,,,,,,,,,,
,1,62,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,21,100,72,2,83,100,100,89,100,75,47,85,,,,,,,,,,,,,,,,,,,,,,,,
,1,62.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,26,100,72,3,83,100,100,89,100,75,47,87,,,,,,,,,,,,,,,,,,,,,,,,
,1,62.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,27,100,72,3,83,100,100,89,100,75,56,88,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,0,1,1,1,1,1,1,1,30,100,72,3,84,100,100,90,100,75,60,90,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,0,1,1,1,1,1,1,1,1,1,32,100,73,3,84,100,100,90,100,75,61,95,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,34,100,73,4,84,100,100,92,100,75,63,96,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,37,100,73,7,85,100,100,97,100,76,66,96,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,73,7,85,100,100,100,100,76,67,96,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,7,85,100,100,100,100,76,67,97,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,8,86,100,100,100,100,76,67,97,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,38,100,74,8,86,100,100,100,100,76,70,97,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,39,100,74,12,88,100,100,100,100,77,70,97,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,40,100,76,13,91,100,100,100,100,77,77,98,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,42,100,77,14,93,100,100,100,100,78,77,98,,,,,,,,,,,,,,,,,,,,,,,,
,1,63,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,80,16,94,100,100,100,100,80,79,98,,,,,,,,,,,,,,,,,,,,,,,,
,1,64,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,80,16,97,100,100,100,100,80,80,99,,,,,,,,,,,,,,,,,,,,,,,,
,1,64,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,83,17,97,100,100,100,100,80,81,99,,,,,,,,,,,,,,,,,,,,,,,,
,1,65,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,83,17,100,100,100,100,100,80,81,99,,,,,,,,,,,,,,,,,,,,,,,,
,1,66,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,43,100,86,18,100,100,100,100,100,80,82,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,66,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,44,100,92,20,100,100,100,100,100,81,90,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,67,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,46,100,95,22,100,100,100,0,100,81,92,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,67,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,26,100,100,100,1,100,81,93,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,68,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,29,100,100,100,3,100,81,96,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,68,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,33,100,100,100,13,100,81,97,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,69,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,48,100,100,36,100,100,100,15,100,81,97,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,69,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,49,100,100,36,100,100,100,16,100,82,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,70,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,49,100,100,37,100,100,100,18,100,84,100,100,,,,,,,,,,,,,,11,,,,,,,,,,
,1,70,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,40,100,100,100,19,0,86,100,100,,,,,,,,,1,,,,,,,,,,,,,,,
,1,71,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,43,100,100,100,21,0,87,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,71,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,22,0,87,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,72,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,24,0,87,0,100,,,,,,,,,,,1,,,,,,,,,,,,,
,1,73,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,50,100,100,44,100,100,100,26,1,87,0,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,74,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,51,100,100,45,100,100,100,33,1,88,1,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,74,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,51,100,100,46,100,100,100,40,2,90,5,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,75,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,52,100,100,47,100,100,100,41,2,90,6,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,75,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,55,100,100,48,100,100,100,43,2,90,18,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,76,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,55,100,100,51,100,100,100,45,3,90,19,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,77,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,55,100,100,53,100,100,100,46,3,90,28,100,,,,,,,,,,,,,,,11,,,,,,,,,
,1,77,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,55,100,100,53,100,100,100,48,3,91,28,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,78,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,49,4,91,28,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,79,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,51,4,91,29,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,79,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,56,100,100,54,100,100,100,52,4,91,29,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,80,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,59,100,100,55,100,100,100,58,5,91,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,80,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,61,100,100,57,100,100,100,64,5,92,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,81,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,61,100,100,58,100,100,100,83,5,94,30,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,82,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,64,100,100,59,100,100,100,85,6,94,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,83,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,0,1,1,1,1,1,1,1,1,1,65,100,100,59,100,100,100,87,6,94,31,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,83,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,66,100,100,60,100,100,100,97,6,94,32,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,66,100,100,60,100,100,100,100,7,94,32,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,69,100,100,61,100,100,100,100,7,94,36,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,63,100,100,100,100,10,95,39,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,84,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,65,100,100,100,100,12,95,42,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,85,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,72,100,100,65,100,100,100,100,12,95,47,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,85,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,76,100,100,66,100,100,100,100,13,95,48,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,86,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,100,100,100,100,15,95,48,100,,,,,,,,,,,,,,12,,,,,,,,,,
,1,86,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,9,100,100,100,16,95,49,100,,,,,1,,,,,,,,,,,,,,,,,,,
,1,87,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,77,100,100,66,14,100,100,100,17,96,49,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,87,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,78,100,100,69,15,100,100,100,18,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,78,100,100,69,18,100,100,100,21,100,51,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,83,100,100,69,18,100,100,0,21,100,51,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,88,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,87,100,100,72,18,100,100,1,21,100,52,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,88.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,75,19,100,100,11,22,100,54,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,88.5,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,78,19,100,100,13,22,100,55,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,0,1,1,1,1,1,1,1,1,1,1,88,100,100,78,20,100,100,15,22,100,58,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,88,100,100,81,20,100,100,16,23,100,59,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,89,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,92,100,100,82,20,100,100,18,23,100,60,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,90,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,92,100,100,84,20,100,100,19,23,100,66,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,86,21,100,100,21,24,100,67,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,88,22,100,100,22,24,100,67,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,89,23,100,100,24,24,100,69,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,96,100,100,89,23,100,100,30,25,100,80,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,90,24,100,100,40,32,100,81,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,92,25,100,100,46,36,100,81,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,97,100,100,95,25,100,100,48,36,100,86,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,97,100,100,97,27,100,100,49,37,100,89,100,,,,,,,,,,,,,,,,,,12,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,1,1,1,98,0,100,98,27,0,100,51,38,100,90,100,,1,,,,1,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,0,1,1,98,3,100,99,27,0,100,79,38,100,94,100,,,,,,,,,,,,,,,,,,,,,,2,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,1,1,0,1,1,1,0,1,1,98,4,100,100,28,0,100,80,43,100,94,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,0,1,1,98,6,100,100,28,0,100,82,45,100,95,100,,,,,,,,,,,,,,,,12,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,1,1,1,0,1,0,1,1,1,0,1,1,99,8,100,100,28,0,100,83,45,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,9,100,100,34,1,0,89,46,100,100,100,,,,,,,1,,,,,,12,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,10,100,100,36,1,7,91,46,100,100,0,,,,,,,,,,,,1,,,,,,,,,,,,
,1,91,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,11,0,100,38,1,7,93,46,100,100,0,,,1,,,,,,,,,,,,,,,,,,,,,
,1,92,,0,26,22,14,29,30,0,6,28,4,26,8,0,1,1,0,1,0,1,1,1,0,1,1,99,11,0,100,42,1,8,100,47,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,0,1,1,100,11,0,100,42,0,11,100,47,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,
,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,0,1,1,100,12,3,100,42,0,14,100,47,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,
,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,1,1,1,100,12,9,100,43,0,14,100,48,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,
,1,92,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,0,1,1,1,1,1,1,0,1,100,15,11,100,43,0,14,100,48,100,100,1,,,,,,,,,,,,,,,,,,,,,,,3,
,1,93,,0,26,22,14,29,20,0,6,28,4,26,8,0,1,1,1,1,1,1,1,1,1,0,1,100,15,13,100,43,0,14,100,48,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,16,13,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,16,13,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,94,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,20,17,100,44,1,15,100,49,100,100,2,,,,,,,,,,,,,,,,,,,,,,,,
,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,24,17,100,45,1,17,100,50,100,100,3,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,24,19,100,45,2,20,100,50,100,100,3,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,25,25,100,45,2,20,100,50,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,0,1,100,30,30,100,46,2,22,100,51,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,31,30,100,52,3,25,100,51,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,33,32,100,54,5,26,100,51,100,100,8,,,,,,,,,,,,,,,,,,,,,3,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,35,33,100,59,5,36,100,52,100,100,12,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,0,1,1,1,100,36,37,100,59,6,36,100,52,100,100,13,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,44,37,100,60,6,37,100,52,100,100,18,,,,,,,,,,,,,,,,,,,,2,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,44,37,100,60,19,40,1,53,100,100,23,,,,,,,,1,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,45,37,100,66,20,40,1,53,100,100,28,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,46,38,100,67,20,41,1,53,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,46,38,100,67,20,44,2,54,100,100,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,51,39,100,69,20,44,2,54,100,100,34,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,0,1,1,1,100,54,39,100,69,22,48,2,54,100,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,61,40,0,69,22,48,3,55,100,100,35,,,,1,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,62,45,3,73,23,48,3,55,100,100,35,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,0,1,1,1,1,100,64,48,6,74,23,53,3,55,0,100,35,,,,,,,,,,1,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,67,48,10,74,24,54,4,56,4,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,67,48,13,74,24,54,4,56,6,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,68,48,16,75,31,54,4,56,6,100,46,,,,,,,,,,,,,,,,,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,100,69,53,16,76,38,54,5,57,8,100,47,,,,,,,,,,,,,,,,12,,,,,,,,
,1,97,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,100,71,55,16,77,38,58,5,57,9,100,53,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,1,1,1,100,73,55,17,77,40,58,5,57,10,100,60,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,74,55,17,77,48,58,6,57,10,100,60,,,,,,,,,,,,,,,,,,,,,,2,,6
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,80,55,17,78,48,59,6,58,10,100,61,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,80,56,17,78,49,59,6,58,10,100,61,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,82,56,18,78,49,63,7,58,10,100,61,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,82,56,18,79,49,63,7,59,11,100,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,0,1,1,1,1,1,0,1,0,100,82,59,18,79,49,68,7,59,11,100,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,96,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,1,0,100,85,59,18,79,49,68,8,59,11,100,62,,,,,,,,,,,,,,,,,,,,,,,,
,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,1,0,100,85,59,19,80,50,68,8,60,11,0,63,,,,,,,,,,,1,,,,,,,,,,,,,
,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,0,1,0,100,86,62,19,80,59,70,8,60,11,1,63,,,,,,,,,,,,,,,,,,,,,,,,
,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,0,100,86,64,19,80,59,71,9,60,12,2,63,,,,,,,,,,,,,,,,,,,,,,,,
,1,95,,0,26,22,14,29,20,0,6,28,4,26,8,1,1,1,1,1,1,1,1,1,1,1,1,100,86,68,20,81,59,71,9,61,12,2,63,,,,,,,,,,,,,,,,,,,,,,,,
